mcc,mcc_description,mcc_segment,mcc_segment_description
3386,SHOWCASE RENTAL CARS,26,Transportation
7523,Parking Lots and Garages,26,Transportation
3351,AFFILIATED AUTO RENTAL,26,Transportation
3393,NATIONAL CAR RENTAL,26,Transportation
3390,DOLLAR RENT-A-CAR,26,Transportation
3389,AVIS RENT-A-CAR,26,Transportation
4457,Boat Rentals and Leasing,26,Transportation
3396,TILDEN TENT-A-CAR,26,Transportation
3366,BUDGET RENT-A-CAR,26,Transportation
3435,VALUE RENT-A-CAR,26,Transportation
4225,"Public Warehousing and Storage - Farm Products, Refrigerated Goods, and Household Goods",26,Transportation
3432,RESERVE RENT-A-CAR,26,Transportation
3428,CAREY RENT-A-CAR,26,Transportation
3420,ANSA INTL RENT-A-CAR,26,Transportation
4722,Travel Agencies and Tour Operators,26,Transportation
4121,Taxicabs and Limousines,26,Transportation
3419,ALPHA RENT-A-CAR,26,Transportation
3431,REPLACEMENT RENT-A-CAR,26,Transportation
3381,EUROP CAR,26,Transportation
3398,ECONO-CAR RENT-A-CAR,26,Transportation
3387,ALAMO RENT-A-CAR,26,Transportation
3436,AUTOHANSA RENT-A-CAR,26,Transportation
3414,GODFREY NATL RENT-A-CAR,26,Transportation
3405,ENTERPRISE RENT-A-CAR,26,Transportation
3412,A-1 RENT-A-CAR,26,Transportation
3440,VIA ROUTE RENT-A-CAR,26,Transportation
3433,UGLY DUCKLING RENT-A-CAR,26,Transportation
4789,Transportation Services - Not Elsewhere Classified,26,Transportation
3434,USA RENT-A-CAR,26,Transportation
4131,Bus Lines,26,Transportation
3394,KEMWELL GROUP RENT-A-CAR,26,Transportation
4784,Tolls and Bridge Fees,26,Transportation
3362,ALTRA AUTO RENTAL,26,Transportation
3361,AIRWAYS RENT-A-CAR,26,Transportation
3364,AGENCY RENT-A-CAR,26,Transportation
3352,AMERICAN INTL RENT-A-CAR,26,Transportation
3400,AUTO HOST COST CAR RENTALS,26,Transportation
4119,Ambulance Services,26,Transportation
3370,RENT-A-WRECK,26,Transportation
4112,Passenger Railways,26,Transportation
3376,AJAX RENT-A-CAR,26,Transportation
3421,ALLSTAE RENT-A-CAR,26,Transportation
3437,CITE RENT-A-CAR,26,Transportation
4821,Telegraph Services,27,Utilities
4900,"Utilities - Electric, Gas, Water, and Sanitary",27,Utilities
4899,Cable and Other Pay Television Services,27,Utilities
5983,"Fuel Dealers - Fuel Oil, Wood, Coal, and Liquefied Petroleum",27,Utilities
744,Champagne Producers,28,Wholesale Trade
5085,5 Industrial Supplies - Not Elsewhere Classified,28,Wholesale Trade
5047,"Dental, Laboratory, Medical, and Ophthalmic Hospital Equipment and Supplies",28,Wholesale Trade
5046,Commercial Equipment - Not Elsewhere Classified,28,Wholesale Trade
5198,"Paints, Varnishes, and Supplies",28,Wholesale Trade
5137,"Men’s, Women’s, and Children’s Uniforms and Commercial Clothing",28,Wholesale Trade
5131,"Piece Goods, Notions, and Other Dry Goods",28,Wholesale Trade
5199,Non-Durable Goods - Not Elsewhere Classified,28,Wholesale Trade
5065,Electrical Parts and Equipment,28,Wholesale Trade
5172,Petroleum and Petroleum Products,28,Wholesale Trade
5111,"Stationery, Office Supplies, Printing and Writing Paper",28,Wholesale Trade
5044,"Office, Photographic, Photocopy, and Microfilm Equipment",28,Wholesale Trade
5045,"Computers, Computer Peripheral Equipment, and Software",28,Wholesale Trade
5193,"Florists’ Supplies, Nursery Stock, and Flowers",28,Wholesale Trade
5169,Chemicals and Allied Products - Not Elsewhere Classified,28,Wholesale Trade
5072,Hardware Equipment and Supplies,28,Wholesale Trade
743,Wine Producers,28,Wholesale Trade
5094,"Precious Stones and Metals, Watches, and Jewelry",28,Wholesale Trade
5099,Durable Goods - Not Elsewhere Classified,28,Wholesale Trade
5039,Construction Materials - Not Elsewhere Classified,28,Wholesale Trade
5074,Plumbing and Heating Equipment and Supplies,28,Wholesale Trade
5192,"Books, Periodicals, and Newspapers",28,Wholesale Trade
5715,5 Alcoholic Beverage Wholesalers,28,Wholesale Trade
5051,Metal Service Centers and Offices,28,Wholesale Trade
5139,Commercial Footwear,28,Wholesale Trade
5122,"Drugs, Drug Proprietors, and Druggists’ Sundries",28,Wholesale Trade
5021,Office and Commercial Furniture,28,Wholesale Trade
